Experiment: prion_toggle_expt_20190418 vial 8, Thu Apr 18 11:34:04 2019
0.0038,0.00511188882994329
0.007,0.021880432113410064
0.0189,0.015050079542278327
0.0227,0.022412312398979006
0.025,0.00826398219176161
0.0288,0.017337004150454804
0.0311,0.002355054741741025
0.0349,0.017739520610023263
0.0372,0.009219471797910161
0.041,0.008673696306159995
0.0449,0.020948310332406628
0.0471,0.009219471797910161
0.051,0.0057987811167270475
0.0532,0.011396769564365972
0.0571,0.015184887741166664
0.0593,0.02373960158950683
0.0632,0.0016635171741690158
0.0671,0.026120089573243188
0.0694,0.01424048381539822
0.0733,0.015992992143077256
0.0755,0.013700040937792979
0.0794,0.021880432113410064
0.0816,0.02134799886263683
0.0855,0.013700040937792979
0.0893,0.02214644130334431
0.0916,0.0005551074836640524
0.0955,0.01180398332851973
0.0977,0.02717454412486542
0.1016,0.021214804011120636
0.1038,0.016665439254029524
0.1077,0.01085331322662797
0.1116,0.017471211472375403
0.1138,0.010037044771916692
0.1177,0.01451049138245919
0.1199,0.02081501146826259
0.1237,0.013294333896737731
0.126,0.009900873316348369
0.1299,0.010581368425382376
0.1338,0.01464544176540028
0.136,0.014915235826125306
0.1399,0.023474418769317884
0.1421,0.009900873316348369
0.146,0.017471211472375403
0.1482,0.004561709883879939
0.152,0.017739520610023263
0.156,0.022013453979345066
0.1582,0.009628421616425076
0.1621,0.017739520610023263
0.1643,0.012752890339229994
0.1682,0.015454397663742236
0.1705,0.007717185689099404
0.1743,0.009083082507554519
0.1782,0.007032866984872932
0.1804,0.004286398257641988
0.1843,0.019346429165982837
0.1865,0.00812733785780817
0.1904,0.01706848390598692
0.1927,0.009628421616425076
0.1965,0.007853939626456086
0.2005,0.017202761634623087
0.2027,0.009355824732960594
0.2066,0.015858396646253548
0.2088,0.009219471797910161
0.2127,0.016396566408214408
0.2149,0.007717185689099404
0.2188,0.00345957280573872
0.2227,0.0057987811167270475
0.2249,0.01085331322662797
0.2288,0.015858396646253548
0.231,0.00812733785780817
0.2349,0.03436577541479213
0.2371,0.026779377932708348
0.241,0.020948310332406628
0.2449,0.03241451466252143
0.2471,0.029408081080104953
0.251,0.03423592214869231
0.2532,0.02466666182536148
0.2571,0.03384616491223036
0.2593,0.02953916293825487
0.2632,0.037343360603833364
0.2671,0.03241451466252143
0.2693,0.03811728710832729
0.2732,0.032284166172589224
0.2754,0.026120089573243188
0.2793,0.03643896784022593
0.2815,1.4759393547654336
0.2854,0.025459951726291452
0.2893,0.03267511225381292
0.2916,0.02691113386301014
0.2955,0.04107323509488192
0.2977,0.031109535822468892
0.3015,0.03436577541479213
0.3038,0.03579199514465614
0.3076,0.038632590113295784
0.3116,0.03384616491223036
0.3138,0.02691113386301014
0.3177,0.030194069806085633
0.3199,0.028489568084816064
0.3238,0.03202336971780917
0.326,0.01894517460537304
0.3299,0.010309278992979287
0.3338,0.031762440514568224
0.336,0.02704285592112088
0.3399,0.04056037913739963
0.3421,0.024137118582379546
0.346,0.02466666182536148
0.3483,0.026647588112366893
0.3521,0.027700958752302718
0.356,0.03837500332165833
0.3583,0.027306198492058842
0.3621,0.03527382864999651
0.3644,0.030324950817737895
0.3682,0.03527382864999651
0.3705,0.020548309597944625
0.3743,0.013835205173289067
0.3782,0.03618027670006718
0.3805,0.02691113386301014
0.3844,0.04248095142157071
0.3866,0.031631926088997675
0.3905,0.03384616491223036
0.3927,0.021614284682236695
0.3966,0.026252015132461448
0.4005,0.03345611115946978
0.499,0.012752890339229994
0.5014,0.026120089573243188
0.5037,0.028226833132658724
0.5075,0.020014488770424554
0.5116,0.032935577441938424
0.5138,0.027832477951181156
0.5177,0.04081687119878041
0.5199,0.025592047362298587
0.5237,0.03462538333032139
0.526,0.02387214153394468
0.5299,0.02453432732605365
0.5338,0.02704285592112088
0.536,0.018275717388257506
0.5399,0.02967021127815883
0.5422,0.022279394103773553
0.546,0.0315013784243563
0.5483,0.02691113386301014
0.5521,0.02479896214719468
0.556,0.03850381288686289
0.5582,0.02704285592112088
0.5621,0.032284166172589224
0.5644,0.025592047362298587
0.5682,0.03254483001718356
0.5705,0.03501454891748934
0.5744,0.037601465883050134
0.5782,0.019346429165982837
0.5805,0.026647588112366893
0.5844,0.03215378453011275
0.5866,0.017605383619277548
0.5905,0.031762440514568224
0.5927,0.03488485987055223
0.5966,0.02585613649846419
0.6005,0.037859441339969324
0.6027,0.03410603598762019
0.6066,0.03991858739811138
0.6088,0.033586162051840285
0.6127,0.03254483001718356
0.6149,0.03798838042686503
0.6188,0.027437819040508016
0.6227,0.033326027269458436
0.6249,0.02691113386301014
0.6288,0.034495595802983336
0.631,0.020548309597944625
0.6349,0.03488485987055223
0.6371,0.018543605329888635
0.641,0.017337004150454804
0.6449,0.033586162051840285
0.6472,0.026383906730124806
0.6511,0.04030375877935177
0.6533,0.030194069806085633
0.6572,0.03280536138965662
0.6594,0.02967021127815883
0.6633,0.02387214153394468
0.6672,0.03384616491223036
0.6694,0.02134799886263683
0.6733,0.03345611115946978
0.6755,0.020414906554735657
0.6794,0.02585613649846419
0.6816,0.03410603598762019
0.6855,0.025327822021030233
0.6894,0.0315013784243563
0.6916,0.016531020484885195
0.6955,0.037859441339969324
0.6977,0.03319591036464886
0.7016,0.033326027269458436
0.7038,0.030194069806085633
0.7077,0.02796396340238072
0.7116,0.032284166172589224
0.7138,0.022810860436495828
0.7177,0.026120089573243188
0.7199,0.022678045547027903
0.7238,0.03721425923901367
0.7261,0.02809541512363256
0.7299,0.02704285592112088
0.7338,0.026383906730124806
0.736,0.022279394103773553
0.7399,0.034755138013834896
0.7421,0.025327822021030233
0.746,0.03306576042787013
0.7482,0.019747369516257773
0.7521,0.014105426592816217
0.756,0.043502324865072994
0.7582,0.03384616491223036
0.7621,0.03436577541479213
