Experiment: prion_toggle_expt_20190418 vial 8, Thu Apr 18 11:34:04 2019
0,0
7.555,6.864332506858881
8.1273,6.8383207999356195
8.7322,6.780453566192717
9.3628,6.843880328875323
9.9397,7.052913997107937
10.5332,6.9406925196352365
11.2495,6.870728915220041
11.8734,6.784687167439305
12.5368,6.931345191400777
13.159,6.7706421122127045
13.7824,6.9784191442543175
14.5324,6.8951646199546595
15.01,6.8446608125311545
15.6157,7.017533282204029
16.288,6.931696766202394
16.91,6.836232488082246
17.5267,6.771045061178527
18.0656,6.804171002023528
18.6702,7.082488449437427
19.489,6.879198272902815
19.9607,6.8174549422693795
20.7545,6.774716268194376
28.6329,17.437635144142916
28.6837,4.130206074610719
32.0267,6.80297556612006
32.6982,6.837072630258504
33.468,6.98877131911448
33.968,6.778295049684472
34.5854,6.876058371445036
35.2013,6.7934484259686885
35.78,6.823753306359399
38.3204,7.8304628640160345
39.4656,13.839779404605746
39.518,17.436983688651118
39.5695,4.017209104969056
40.4243,6.819912639713779
41.0649,6.785873629119124
41.691,6.983237664327642
42.2735,6.780214937252124
42.8816,6.770691285280845
43.4807,6.776403894413563
44.0696,6.8254650898334
44.6649,6.818120815667748
45.2466,6.774497798242571
45.8458,6.8352049255207925
46.4141,6.850284315947388
47.0085,6.810556430634503
47.5847,6.793373940497943
48.1768,6.816257525261819
48.765,6.774444549484352
49.3911,6.793493843632708
50.0103,6.787813341634132
50.5985,6.785908175058678
51.1816,6.787769713691905
51.7736,6.793505652187318
52.4419,6.926194750076332
53.0027,6.791446268322508
53.5856,6.835048944464556
54.1809,6.8843182876735405
54.7745,6.8446438756794565
55.3705,6.7706421122127045
55.9436,6.861666025624242
56.5253,6.778290500402661
57.1027,6.8105838571646515
57.701,6.825719671405524
58.2984,6.835138464361965
58.7356,6.808678276441212
59.3262,6.812384356334289
59.9493,6.825697947395828
60.5762,6.772609527129938
61.2022,6.880233101686042
61.7937,6.780214937252124
62.4199,6.797293482202548
63.0479,6.784014673486667
63.6263,6.785809991510878
64.2366,6.84085121575628
64.8804,6.829510932412282
65.4811,6.784007399168341
66.1182,6.787813341634132
66.7412,6.7858899930019065
67.3588,6.77253942454373
67.9533,6.819688466324808
68.5653,6.823794047478936
69.1696,6.779952949636698
69.7884,6.837067431992615
69.8421,7.456491285542806
70.4348,6.8522176439762905
70.4858,7.171589203284278
71.0874,6.821921684964589
71.6939,6.780201292254178
72.3348,6.844601194670212
72.4439,6.850297405725931
72.9572,6.861666025624242
73.0096,7.287388309940965
73.6105,6.7972444514192345
73.6606,7.320277616173133
73.7125,7.975555370385919
73.7628,8.141435175922073
73.8153,8.82523557746225
74.4328,6.916335208903493
74.4866,7.431165916242321
75.1246,6.804865057107457
75.1747,7.280011763789351
75.8246,6.835138464361965
75.8772,7.232324455190928
75.9293,7.790118069871388
75.9819,8.189403081677312
76.5737,6.802998024562582
76.6264,7.2396493053045345
77.2571,6.7954002105034395
77.3072,7.34034503491099
77.3581,7.765475672075831
77.9571,6.801091597740521
78.0072,7.153072103783131
78.0573,7.485234592138229
78.1098,8.031149895759256
78.7311,6.772612258388382
79.3652,6.78781061489393
79.9985,6.7858899930019065
80.6199,6.838821108285523
81.2582,6.774227455096541
81.9107,6.819912639713779
82.5597,6.829463883113667
83.1959,6.799203623720106
83.2469,7.269059767887895
83.8683,6.827626351402002
83.921,7.3821991928543085
84.5486,6.866777302509935
85.1737,6.836980417091444
85.8071,6.910470363153599
86.4542,6.772585628583027
87.1015,6.844584935184099
87.1525,7.385830253432572
87.7904,6.838944486232177
88.4571,6.818091826299504
88.5081,7.2489034590060974
89.1264,6.783924653378758
89.7525,6.782114427332433
90.3958,6.774436357339386
90.447,7.252571467197051
91.096,6.9067464026852265
91.1487,7.440199635425865
91.7932,6.8029163572269145
92.4349,6.782038030881895
93.0693,6.7782104326622985
93.7083,6.823818492061046
94.346,6.802994621771923
94.9987,6.808680996988183
95.6376,6.8370617817002755
96.3043,6.776332910736267
100.5856,17.354578372334473
100.6376,20
100.6904,4.5924443725925865
101.7154,6.77796067127683
102.421,6.785913629668468
103.1026,6.81998238139318
103.7376,6.801094320537865
108.5194,7.696103681259918
108.571,20
108.6238,16.82182867220039
109.4293,6.774329403644404
110.1766,6.89366437058015
110.8794,6.772585628583027
111.5516,6.82176389305964
112.2131,6.818163167153095
112.7805,6.787786755882277
113.4083,6.806740565839255
114.0516,6.801091597740521
114.6599,6.78021220825427
115.2627,6.8540887644822766
115.8794,6.7744186076661705
116.477,6.951808823027097
116.5305,7.508784364790163
117.1102,6.789643609526816
117.76,6.785828628286126
118.3405,6.848437047900356
118.9805,6.8408455677953715
119.5878,6.833249802282868
