Experiment: prion_toggle_expt_20190325 vial 15, Mon Mar 25 17:44:20 2019
0.0149,0.001744846563234148
0.0199,0.016116208788492514
0.0233,-0.001349427693769556
0.0271,0.0031712153940599563
0.031,-0.014978559053249185
0.0343,0.018002962426717062
0.0382,-0.012899757121862976
0.0421,0.017374260044732637
0.0455,-0.0002380622091386897
0.0493,-0.0059608394853523095
0.0532,0.01658807907602089
0.0566,-0.000714279292701292
0.0604,0.00039670173520534036
0.0643,0.0034088357873862662
0.0677,-0.0017465071023252676
0.0716,0.00023803133135125165
0.0755,-0.0031767047856305908
0.0788,-0.00031742314198979216
0.0827,0.0010312461993056132
0.0866,0.000317368248104799
0.0899,0.0037256151263527215
0.0938,0.0015862926824041779
0.0977,0.0008726306511110948
0.1067,-0.013539137710239402
0.1101,0.006653234730011448
0.1134,0.014621151966228041
0.1173,0.0011898480393828237
0.1213,0.0015070106048700183
0.1246,0.0015862926824041779
0.1284,0.0015070106048700183
0.1324,0.001269143819502716
0.1357,0.0024581695561511907
0.1395,0.0009519401389415094
0.1435,0.0007933177358925292
0.1468,0.0019033867466298204
0.1506,0.0018241183669402972
0.1546,0.001348436173715939
0.1579,0.0008726306511110948
0.1618,0.0004760317929441982
0.1657,0.002299677294834268
0.169,0.0018241183669402972
0.1729,0.007443682232901594
0.1768,0.0019033867466298204
0.1801,0.018945612358093555
0.184,-0.004926239179184222
0.1879,-0.0003967875068742188
0.1912,0.0016655713352182744
0.1951,-0.011302279583425445
0.1991,0.0038048014179352663
0.2024,0.0019033867466298204
0.2063,0.0026166481308855793
0.2101,0.005704248105331544
0.2135,-0.011541812581134181
0.2173,0.0031712153940599563
0.2212,-0.007314659034095783
0.2246,0.002933564229891772
0.2284,0.0026166481308855793
0.2323,0.0026958822865257304
0.2357,0.003250425610611174
0.2395,0.0015862926824041779
0.2435,0.0015070106048700183
0.2468,0.004200681632491765
0.2506,0.0019826517024110757
0.2546,0.005071317622443061
0.2579,0.0021411713443768576
0.2618,0.002854340335638028
0.2657,0.0036464254176742372
0.269,0.0022204260307781
0.2729,0.020123244308068777
0.2768,0.021300121094153468
0.2801,0.02043715191598139
0.284,0.0076807501101168185
0.2879,0.0216922457096711
0.2912,0.01973078427977626
0.2951,-0.01114260828607705
0.299,-0.009626423457326894
0.3024,0.0019033867466298204
0.3063,-0.010184872138625067
0.3102,0.0040423397941555805
0.3135,0.021613827488716097
0.3173,0.002854340335638028
0.3213,0.002061913234957302
0.3246,0.0024581695561511907
0.3284,0.0021411713443768576
0.3324,-0.0028587867413651935
0.3357,-0.009865737797699836
0.3396,0.0024581695561511907
0.3435,0.003092001758714602
0.3468,0.0036464254176742372
0.3506,0.0024581695561511907
0.3546,-0.010105083350365973
0.358,-0.010344460123295818
0.3618,0.0026166481308855793
0.3657,0.002933564229891772
0.369,0.003963163751539156
0.3729,0.0042798474288012756
0.3768,0.005941540770699305
0.3801,0.0216922457096711
0.384,0.02231947088142583
0.3879,0.0034088357873862662
0.3912,0.02208428656165573
0.3951,0.01564421714493669
0.399,0.0042798474288012756
0.4023,0.002933564229891772
0.4062,-0.01242036782988265
0.4102,0.0011105488326865753
0.4135,0.0015862926824041779
0.4173,-0.011861238554516262
0.4213,0.002775113021217024
0.4246,0.0030127847040901656
0.4285,-0.0051649413313779036
0.4324,-0.010264664396292034
0.4357,0.0010312461993056132
0.4395,0.046692901172647794
0.4435,0.047388969619404975
0.4468,0.04375103168599992
0.4507,0.04413838928914693
0.4546,0.04591918205052359
0.4579,0.028267443108438428
0.4618,0.04251093769346248
0.4657,0.04002823320407778
0.469,0.038630234663386886
0.4729,0.04111482967861235
0.4768,0.038008560005998504
0.4801,0.03785310843371015
0.484,0.039872952608421386
0.4879,0.03956235199873248
0.4913,0.04111482967861235
0.4951,0.0409596409913231
0.499,0.036686801766514066
0.5024,0.05418109869027532
0.5062,0.05371879658368606
0.5101,0.0548743335910018
0.5135,0.039717658873987816
0.5173,0.03357302235625248
0.5212,0.05502835024008412
0.5246,0.04026112946756655
0.5284,0.0334951101453953
0.5323,0.0376976436936296
0.5357,0.054489235416234294
0.5395,0.02271137778648402
0.5435,0.036531238197506255
0.5468,0.036764578606822695
0.5507,0.03660902163029078
0.5546,0.03528625473620117
0.5579,0.03785310843371015
0.5618,0.03948469363250773
0.5657,0.037542165783703396
0.569,0.035441923861586844
0.5729,0.03598666184627142
0.5768,0.0372311704450059
0.5802,0.03660902163029078
0.584,0.03738667470151391
0.5879,0.03746442188916532
0.5912,0.023181555630944928
0.5951,0.036064468361544755
0.599,0.0372311704450059
0.6024,0.035597579784644395
0.6062,0.05425813772157717
0.6102,0.03372883685626782
0.6135,0.03715341337558975
0.6174,0.053564670001373216
0.6212,0.036531238197506255
0.6246,0.03831942365668439
0.6284,0.0409596409913231
0.6324,0.05456626151536881
0.6357,0.04878031506461156
0.6395,0.02349494062171331
0.6435,0.05256253161734037
0.6468,0.024278169061981103
0.6507,0.0372311704450059
0.6546,0.023886596623269085
0.6579,0.026234779061045543
0.6618,0.036375661441866214
0.6657,0.02278974912590037
0.669,0.035519753473266746
0.6729,0.03699788935340642
0.6768,0.036375661441866214
0.6801,0.03590885203219507
0.684,0.03785310843371015
0.6879,0.036375661441866214
0.6913,0.03699788935340642
0.6951,0.03614227157847871
0.6991,0.03932936704183554
0.7024,0.039795307383760914
0.7063,0.038241712680143536
0.7101,0.036920122399896727
0.7135,0.036842352151127855
0.7173,0.036686801766514066
0.7212,0.036375661441866214
0.7246,0.036686801766514066
0.7284,0.05171414078457204
0.7324,0.0372311704450059
0.7357,0.03645345146824752
0.7395,0.047930173741354665
0.7435,0.042433403991376295
0.7468,0.04111482967861235
0.7507,0.039795307383760914
0.7546,0.036531238197506255
0.7579,0.036842352151127855
0.7618,0.028267443108438428
0.7657,0.036220071497353956
0.7691,0.036764578606822695
0.7729,0.036531238197506255
0.7768,0.036764578606822695
0.7801,0.03730892422009546
0.784,0.03894099304415022
0.7879,0.03614227157847871
0.7913,0.036531238197506255
0.7951,0.03645345146824752
0.799,0.03629786811845115
0.8024,0.03505272628884448
0.8062,0.037542165783703396
0.8101,0.03450771099483241
0.8135,0.03645345146824752
0.8173,0.03707565301175464
0.8213,0.0380862808550777
0.8246,0.03785310843371015
0.8284,0.034819168123249256
0.8324,0.03645345146824752
0.8357,0.03847483573937183
0.8395,0.05364173491025248
0.8435,0.03715341337558975
0.8468,0.03598666184627142
0.8506,0.04049399618156535
0.8546,0.055490322657924196
0.8579,0.03956235199873248
0.8617,0.02271137778648402
0.8657,0.040416377226481615
0.869,0.05564428762797746
0.8729,0.023181555630944928
0.8768,0.040882041726595375
0.8801,0.03995059454843464
0.884,0.03209212447222498
0.8879,0.03528625473620117
0.8913,0.05718322739997994
0.8951,0.0372311704450059
0.899,0.03660902163029078
0.9024,0.03777537770976025
0.9062,0.036064468361544755
0.9101,0.03730892422009546
0.9135,0.03014175233003691
0.9173,0.03761990638503754
0.9213,0.03901867441852147
0.9246,0.03248195030712964
0.9285,0.03598666184627142
0.9324,0.03567540279581749
0.9357,0.03660902163029078
0.9395,0.036531238197506255
0.9435,0.05371879658368606
0.9468,0.04351857787686697
0.9507,0.05495134353104447
0.9546,0.019809282999727174
0.9579,0.02255462506680317
0.9618,0.040649224244932114
0.9658,0.04127000524530011
0.9691,0.03964000707919446
0.9729,0.023103201021376307
0.9768,0.03388463812923348
0.9802,0.03567540279581749
0.984,0.022241079456776447
0.9879,0.0410372369752956
0.9913,0.02239785895766566
0.9951,0.036764578606822695
0.999,0.04142516769323912
1.0024,0.05371879658368606
1.0062,0.03715341337558975
1.0101,0.03645345146824752
1.0135,0.03707565301175464
1.0174,0.036686801766514066
1.0213,0.0207510058416851
1.0246,0.03513057240624029
1.0285,0.037930835865571666
1.0324,0.03629786811845115
1.0357,0.03715341337558975
1.0396,0.036375661441866214
1.0435,0.055336344771280466
1.0468,0.050865357613808726
1.0507,0.036531238197506255
1.0546,0.03746442188916532
1.0579,0.036920122399896727
1.0617,0.05425813772157717
1.0657,0.0432085936607951
1.069,0.03917402730458441
1.0729,0.054412206084466064
1.0768,0.05094253594200282
1.0801,0.04002823320407778
1.084,0.03940703198042428
1.0879,0.03372883685626782
1.0913,0.03598666184627142
1.0951,0.03870792919158994
1.099,0.05564428762797746
1.1024,0.05718322739997994
1.1062,0.0236516130521931
1.1101,0.03590885203219507
1.1135,0.036764578606822695
1.1173,0.0372311704450059
1.1213,0.03614227157847871
1.1246,0.03738667470151391
1.1284,0.03730892422009546
1.1324,0.037542165783703396
1.1357,0.03699788935340642
1.1395,0.03816399841291229
1.1435,0.046151332036590276
1.1468,0.04127000524530011
1.1507,0.03614227157847871
1.1546,0.054720304017005006
1.1579,0.04033875498851458
1.1618,0.03699788935340642
1.1657,0.0514826933902075
1.169,0.03380673914599086
1.1729,0.037930835865571666
1.1768,0.03513057240624029
1.1801,0.03629786811845115
1.184,0.053795855021585126
1.1879,0.024513072429860117
1.1913,0.035519753473266746
1.1951,0.05510535371839076
1.199,0.04134758810885941
1.2024,0.04553220014246939
1.2062,0.024669657973573678
1.2102,0.025843623901655732
1.2135,0.024278169061981103
1.2174,0.024669657973573678
1.2212,0.02255462506680317
1.2246,0.036531238197506255
1.2284,0.03761990638503754
1.2324,0.039872952608421386
1.2357,0.03707565301175464
1.2396,0.036842352151127855
1.2435,0.03707565301175464
1.2468,0.03730892422009546
1.2506,0.036531238197506255
1.2546,0.038241712680143536
1.2579,0.03839713134300382
1.2618,0.03699788935340642
1.2657,0.038630234663386886
1.269,0.036920122399896727
1.2729,0.0376976436936296
1.2768,0.03598666184627142
1.2801,0.05402701092586959
1.284,0.036920122399896727
1.2879,0.0372311704450059
1.2913,0.0376976436936296
1.2951,0.0527938428915018
1.299,0.04033875498851458
1.3024,0.041192419101914624
1.3062,0.041502743998348635
1.3102,0.03870792919158994
1.3135,0.036375661441866214
1.3173,0.02459136687168062
1.3212,0.04196813298377933
1.3246,0.041192419101914624
1.3284,0.029985632983720478
1.3324,0.03746442188916532
1.3357,0.02325990689562296
1.3395,0.03489702414763052
1.3435,0.037930835865571666
1.3468,0.0372311704450059
1.3507,0.03629786811845115
1.3546,0.035441923861586844
1.358,0.03730892422009546
1.3618,0.03730892422009546
1.3657,0.04173545324194805
1.3691,0.041192419101914624
1.3729,0.03870792919158994
