Experiment: prion_toggle_I_expt_20190430 vial 15, Tue Apr 30 14:40:22 2019
0.0041,0.0514834892121635
0.0063,0.007118465429966969
0.0085,-0.00032683641698283417
0.0108,0.024340129786884712
0.0131,0.00679784426193164
0.017,0.006155770114047332
0.0192,0.0074388100004110225
0.0231,0.0074388100004110225
0.0253,-0.023258185468596038
0.0292,0.00583431612122598
0.0314,0.04197163458781705
0.0353,0.007758878476311626
0.0392,0.00871743234671185
0.0414,0.047189724091365126
0.0453,0.007758878476311626
0.0476,0.06791336290510586
0.0514,-0.020485238396327654
0.0537,0.005512583504864832
0.0575,0.004222856583871559
0.0614,0.05825331041291548
0.0636,0.019721729726683734
0.0675,-0.014661104150836879
0.0698,0.009355096948771457
0.0737,-0.00460216562872473
0.0759,0.0074388100004110225
0.0798,-0.026052177482955186
0.0837,0.00647694599188986
0.0859,0.04226343799386978
0.0898,-0.029574777816008258
0.092,0.06954488972648054
0.0959,-0.028514449523685537
0.0982,0.06627477751998823
0.1021,0.00583431612122598
0.1059,0.007118465429966969
0.1082,0.0074388100004110225
0.1121,0.004868280360289745
0.1143,0.0026043672918338867
0.1182,0.0483395274238676
0.1204,0.00583431612122598
0.1243,0.004545708807968563
0.1282,0.008398189149826596
0.1304,-0.022215882016743294
0.1343,0.008078671359346146
0.1366,0.045458399859542475
0.1405,0.005190571755003592
0.1427,0.00647694599188986
0.1466,0.0032526107180714803
0.1504,0.006155770114047332
0.1527,-0.009262285914256596
0.1566,0.043137489949469976
0.1588,0.0035763080566308947
0.1627,0.08077325563277282
0.1649,0.00647694599188986
0.2285,0.08235056779249006
0.231,0.05262027014421
0.2348,0.10870382321601468
0.2371,0.08313677996837776
0.241,0.09193567736442176
0.2448,0.06954488972648054
0.2471,0.09065437612594662
0.2509,0.08339849041096992
0.2532,0.08235056779249006
0.2571,0.133366512378705
0.2593,0.08024602880211384
0.2632,0.053753631227628995
0.2671,0.08103659535351504
0.2693,0.08652507425885192
0.2733,0.08392137246098819
0.2755,0.06407890367728819
0.2794,0.09651312494728892
0.2816,0.07520057224626975
0.2855,0.08235056779249006
0.2894,0.12781303787289955
0.2916,0.08444353782181635
0.2955,0.0794538160155821
0.2977,0.11405387903083863
0.3016,0.04891311383092323
0.3058,0.08444353782181635
0.3081,0.08182552297530321
0.312,0.0854857268713356
0.3142,0.06048318854627599
0.3181,0.11041419155290433
0.3203,0.08287488956136624
0.3242,0.08496498859460988
0.3281,0.06954488972648054
0.3303,0.13428441941637703
0.3342,0.0857458294749156
0.3365,0.10649354250678311
0.3404,0.08339849041096992
0.3426,0.08208813589836672
0.3465,0.10821374658571947
0.3504,0.08936876189113807
0.3527,0.08339849041096992
0.3566,0.1352001643286338
0.3588,0.08261281892468264
0.3627,0.07918937798701464
0.3649,0.10870382321601468
0.3688,0.08339849041096992
0.3727,0.08678446903913817
0.3749,0.08287488956136624
0.3788,0.07546779942629767
0.3811,0.10526009414808757
0.385,0.13588556074814673
0.3892,0.13702521175852733
0.3914,0.09550063769572414
0.419,0.08496498859460988
0.4225,0.08366002115381044
0.4247,0.07573483870594644
0.4286,0.07706722645625363
0.4309,0.058812015734182044
0.4348,0.08392137246098819
0.437,0.08313677996837776
0.4409,0.08392137246098819
0.4448,0.08522544666459064
0.447,0.13542876401741166
0.4509,0.08156272875569914
0.4531,0.08103659535351504
0.4571,0.1072317155814605
0.4593,0.0841825445960136
0.4632,0.08261281892468264
0.4671,0.07439776047153202
0.4693,0.08470435240075458
0.4732,0.08392137246098819
0.4754,0.113086653144167
0.4793,0.086265502910019
0.4815,0.08208813589836672
0.4854,0.05233639637901355
0.4893,0.11284446687026228
0.4915,0.08392137246098819
0.4954,0.1377074040180305
0.4977,0.08366002115381044
0.5015,0.08444353782181635
0.5038,0.0593698954687657
0.5077,0.1219423076390499
0.5115,0.12217885446807919
0.5138,0.08339849041096992
0.5177,0.08496498859460988
0.5735,0.08496498859460988
0.576,0.13793453605914152
0.5798,0.08678446903913817
0.5837,0.08652507425885192
0.5859,0.13634182175473553
0.5898,0.05741369874895552
0.5921,0.0854857268713356
0.5959,0.11163124636282717
0.5982,0.0762683546925973
0.6021,0.062423592008137074
0.6059,0.1057539487872079
0.6082,0.08496498859460988
0.612,0.07305595630798034
0.6143,0.11090147526530836
0.6181,0.08392137246098819
0.6204,0.08392137246098819
0.6243,0.0635279378668856
0.6281,0.055447308314739874
0.6304,0.08470435240075458
0.6343,0.08103659535351504
0.6365,0.10821374658571947
0.6404,0.08444353782181635
0.6427,0.13451355791194142
0.6465,0.08444353782181635
0.6504,0.0854857268713356
0.6527,0.08522544666459064
0.6565,0.08208813589836672
0.6588,0.06873000457768252
0.6627,0.05713341256845561
0.6649,0.08392137246098819
0.6688,0.0841825445960136
0.6727,0.08235056779249006
0.6749,0.08339849041096992
