Experiment: prion_toggle_J_expt_20190430 vial 6, Tue Apr 30 14:41:53 2019
0.0037,0.0006045191105661374
0.006,0.0014497570375731073
0.0098,0.004578150751020971
0.012,-0.0014534992685151238
0.0159,0.008523937762859646
0.0182,-0.0013322309254713005
0.022,-0.0007262806478642858
0.0259,0.003016126452090262
0.0281,0.0
0.032,-0.0014534992685151238
0.0342,-0.0018174610766177324
0.038,0.0006045191105661374
0.0403,-0.00036302322868220216
0.0441,0.0003627893400333093
0.048,0.00012095575305171025
0.0502,0.01267886828366116
0.0541,0.006255499012296717
0.0564,-0.000847418548998391
0.0602,0.0014497570375731073
0.0624,-0.00048408299913749175
0.0663,0.0007253450926878457
0.0702,-0.0019388339762276274
0.0724,0.007331161849696066
0.0763,0.0013290864131940694
0.0785,0.000966919305384728
0.0824,0.0036174179256072136
0.0847,-0.0041280317374630116
0.0885,0.0006045191105661374
0.0925,-0.004493726942775389
0.0947,0.0003627893400333093
0.0986,-0.00024198947923714798
0.1008,0.0074505532014441656
0.1046,-0.00012098174006958118
0.1069,-0.00242458735994866
0.1108,0.008643076509332381
0.1147,0.007689259990317332
0.1169,-0.0006051688017976176
0.1208,-0.003032368955626197
0.123,-0.000847418548998391
0.1269,0.0007253450926878457
0.1291,0.00048366719672721104
0.133,0.002293728110903004
0.1369,-0.0010897725604364084
0.1391,0.002534630547224914
0.143,0.0010876675586493079
0.1453,0.0027754299650712966
0.1491,0.00024188552934312213
0.1514,0.004818078055309094
0.1553,0.0
0.1591,0.0010876675586493079
0.1614,0.00048366719672721104
0.1652,-0.004859659800807492
0.1675,-0.0009685825159637673
0.1713,0.00012095575305171025
0.1735,0.000966919305384728
0.1774,-0.005714429079679562
0.1814,-0.006570497870780123
0.1836,0.007211745177716722
0.1875,-0.0038843668105021933
0.1897,-0.0009685825159637673
0.1936,0.0003627893400333093
0.1958,-0.002910760143301161
0.1997,-0.0009685825159637673
0.2036,-0.005103747221589572
0.2058,0.0007253450926878457
0.2097,0.0
0.3053,0.05865164405742629
0.3091,0.06483078917252527
0.3114,0.0574513327204631
0.3153,0.05635791596989481
0.3175,0.0561389776192609
0.3214,0.06375162117777489
0.3236,0.056576769232364654
0.3275,0.0526243377305029
0.3313,0.05766976153133019
0.3336,0.05559125904640627
0.3375,0.0574513327204631
0.3397,0.06396762028729075
0.3436,0.05559125904640627
0.3458,0.0561389776192609
0.3497,0.05646735323296426
0.3536,0.05482355694681029
0.3558,0.05843359584646368
0.3597,0.058215463172492043
0.3619,0.05701422075685869
0.3658,0.05974062045034234
0.3837,0.049087623943997905
0.3869,0.0506376701159299
0.3891,0.05701422075685869
0.393,0.056904889729946895
0.3953,0.05570084538777209
0.3991,0.0499738869925066
0.4014,0.055152700295836965
0.4053,0.05799724597003131
0.4091,0.05777894417311469
0.4114,0.05130067172225239
0.4152,0.05052709391740606
0.4174,0.056248457434888266
0.4213,0.06288679527874841
0.4236,0.056904889729946895
0.4274,0.05876063650966934
0.4314,0.05843359584646368
0.4336,0.056904889729946895
0.4374,0.05766976153133019
0.4397,0.05646735323296426
0.4435,0.05635791596989481
0.4457,0.05788810565008262
0.4496,0.05306486921606801
0.4536,0.06375162117777489
0.4558,0.05668616397636228
0.4596,0.06547729867977647
0.4619,0.06212898157709734
0.4657,0.05865164405742629
0.468,0.05096926849366046
0.4718,0.0640755887812432
0.4758,0.05668616397636228
0.478,0.05152149890506852
0.4819,0.0652618779708396
0.4841,0.06071890193270768
0.488,0.05701422075685869
0.4902,0.0652618779708396
0.4941,0.0620206391798197
0.498,0.05559125904640627
0.5002,0.0638596310887829
0.5041,0.05734208653453354
0.5064,0.05788810565008262
0.5102,0.06590789303375999
0.5125,0.052954768649335904
0.5164,0.05701422075685869
0.5202,0.06267038112014944
0.5225,0.05471379973169288
0.5264,0.059305282564293016
0.5286,0.05919639548692235
0.5325,0.06050165287081111
0.5347,0.05701422075685869
0.5386,0.05734208653453354
0.5425,0.05766976153133019
0.5447,0.05919639548692235
0.5486,0.0526243377305029
0.5509,0.05701422075685869
0.5547,0.05723281915050471
0.557,0.061370146696175354
0.5608,0.06439937011393759
0.5647,0.06515413670555237
0.5669,0.0561389776192609
0.6367,0.06147861430477164
0.6391,0.06115314878101685
0.643,0.0575605577165188
0.6452,0.058215463172492043
0.6491,0.06234560385934884
0.6513,0.05734208653453354
0.6552,0.05919639548692235
0.6591,0.05581041040789625
0.6614,0.05207318829756513
0.6653,0.05876063650966934
0.6675,0.05995816325286896
0.6714,0.059631817525992226
0.6736,0.05886960787037587
0.6775,0.0629949711775355
0.6814,0.05427455682016369
0.6836,0.05766976153133019
0.6875,0.058106365141571636
0.6897,0.06147861430477164
0.6936,0.05096926849366046
0.6958,0.061370146696175354
0.6997,0.05777894417311469
0.7036,0.05995816325286896
0.7059,0.05777894417311469
0.7097,0.06612306680432134
0.712,0.05832454007180221
0.7159,0.05493329277371828
0.7181,0.05734208653453354
0.722,0.057123530560963864
0.7259,0.06375162117777489
